time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
3310,0.11,0.87,33.85,26.58,0.01
3420,0.12,0.89,33.85,26.58,0.01
3490,0.12,0.89,33.85,26.58,0.01
3610,0.13,0.89,33.85,26.58,0.01
3740,0.15,0.9,33.85,26.58,0.01
3800,0.19,0.9,33.85,26.58,0.01
3860,0.19,0.9,33.85,26.58,0.01
3960,0.15,0.89,33.85,26.58,0.01
4010,0.15,0.89,33.85,26.58,0.01
4130,0.1,0.85,33.85,26.58,0.02
4420,0.15,0.87,33.85,26.59,0.01
4480,0.14,0.86,33.85,26.59,0.01
4600,0.32,0.89,33.86,26.59,0.01
4650,0.29,0.91,33.86,26.59,0.02
4810,0.38,0.88,33.86,26.59,0.04
4870,0.33,0.85,33.86,26.59,0.05
4910,0.32,0.83,33.86,26.59,0.05
5120,0.36,0.83,33.86,26.59,0.03
5520,0.39,0.85,33.87,26.6,0.01
5530,0.38,0.84,33.87,26.6,0.01
5660,0.37,0.85,33.87,26.6,0.01
5670,0.35,0.84,33.87,26.6,0.01
5690,0.37,0.84,33.87,26.6,0.01
5900,0.29,0.83,33.88,26.6,0.02
6000,0.27,0.82,33.88,26.6,0.01
6080,0.25,0.81,33.88,26.6,0.01
6150,0.19,0.8,33.88,26.61,0.02
6280,0.29,0.81,33.88,26.61,0.01
6300,0.27,0.81,33.88,26.61,0.02
6330,0.23,0.81,33.88,26.61,0.02
6360,0.23,0.81,33.88,26.61,0.01
6400,0.2,0.81,33.88,26.61,0.01
6430,0.2,0.81,33.88,26.61,0.01
6540,0.27,0.83,33.89,26.61,0.02
6550,0.24,0.83,33.89,26.61,0.02
6610,0.22,0.83,33.89,26.61,0.01
6660,0.3,0.84,33.89,26.61,0.01
6690,0.25,0.83,33.89,26.61,0.01
6920,0.19,0.81,33.89,26.61,0.01
7100,0.18,0.81,33.89,26.62,0.03
7440,0.24,0.82,33.9,26.62,0.01
7640,0.21,0.84,33.9,26.62,0.02
7710,0.18,0.84,33.9,26.62,0.01
7730,0.17,0.84,33.9,26.62,0.01
8020,0.33,0.84,33.91,26.63,0.02
8280,0.43,0.83,33.91,26.63,0.02
8450,0.26,0.83,33.92,26.63,0.02
8470,0.24,0.82,33.92,26.63,0.02
8780,0.23,0.82,33.92,26.63,0.02
8870,0.23,0.83,33.92,26.63,0.02
8990,0.25,0.81,33.92,26.63,0.02
13590,0.25,0.83,33.99,26.67,0.03
13790,0.3,0.87,34.0,26.67,0.01
13820,0.32,0.85,34.0,26.67,0.02
13830,0.25,0.85,34.0,26.67,0.02
13870,0.23,0.84,34.0,26.67,0.03
13900,0.23,0.83,34.0,26.67,0.03
14010,0.23,0.84,34.0,26.67,0.02
14120,0.28,0.87,34.0,26.67,0.02
14280,0.31,0.87,34.01,26.67,0.03
14370,0.23,0.85,34.01,26.68,0.01
14600,0.26,0.85,34.01,26.68,0.01
14680,0.39,0.86,34.01,26.68,0.05
14880,0.26,0.86,34.02,26.68,0.05
14910,0.27,0.86,34.02,26.68,0.05
14930,0.27,0.87,34.02,26.68,0.05
14990,0.28,0.87,34.02,26.68,0.02
15320,0.3,0.91,34.03,26.68,0.02
15340,0.35,0.9,34.03,26.69,0.02
15360,0.29,0.88,34.03,26.69,0.03
15370,0.28,0.88,34.03,26.69,0.03
15390,0.31,0.89,34.03,26.69,0.03
15450,0.36,0.89,34.03,26.69,0.02
15470,0.37,0.88,34.03,26.69,0.02
15480,0.34,0.89,34.03,26.69,0.05
15600,0.24,0.85,34.03,26.69,0.04
15650,0.33,0.85,34.03,26.69,0.04
15710,0.27,0.84,34.03,26.69,0.02
15760,0.26,0.84,34.03,26.69,0.02
16060,0.22,0.84,34.04,26.69,0.03
16160,0.26,0.85,34.04,26.69,0.01
16560,0.23,0.83,34.05,26.7,0.01
16570,0.22,0.83,34.05,26.7,0.01
16610,0.19,0.84,34.05,26.7,0.01
16630,0.21,0.85,34.05,26.7,0.01
16640,0.26,0.83,34.05,26.7,0.01
16710,0.22,0.84,34.05,26.7,0.02
16800,0.26,0.84,34.05,26.7,0.02
16980,0.21,0.84,34.05,26.7,0.02
17190,0.39,0.88,34.05,26.7,0.01
17250,0.37,0.87,34.06,26.7,0.02
17330,0.34,0.86,34.06,26.71,0.02
17610,0.25,0.86,34.06,26.71,0.02
17670,0.33,0.86,34.06,26.71,0.04
17960,0.24,0.84,34.06,26.71,0.03
18040,0.25,0.85,34.06,26.71,0.03
18180,0.18,0.84,34.07,26.71,0.02
18220,0.23,0.84,34.07,26.71,0.02
18300,0.21,0.82,34.07,26.71,0.01
18720,0.27,0.82,34.07,26.72,0.01
18840,0.26,0.84,34.08,26.72,0.02
18880,0.2,0.82,34.08,26.72,0.02
18940,0.24,0.83,34.08,26.72,0.02
18970,0.19,0.83,34.08,26.72,0.02
19010,0.25,0.83,34.08,26.72,0.02
19180,0.21,0.85,34.08,26.72,0.01
19210,0.19,0.83,34.08,26.72,0.01
19260,0.15,0.81,34.08,26.72,0.01
19310,0.12,0.8,34.08,26.72,0.01
19330,0.13,0.81,34.08,26.72,0.01
19350,0.13,0.81,34.08,26.72,0.01
19360,0.13,0.81,34.08,26.72,0.01
19460,0.14,0.81,34.08,26.72,0.01
19680,0.35,0.86,34.09,26.73,0.02
19760,0.3,0.87,34.09,26.73,0.04
19800,0.28,0.85,34.09,26.73,0.02
19960,0.52,0.87,34.1,26.73,0.04
20340,0.52,0.87,34.11,26.74,0.09
20400,0.43,0.88,34.11,26.74,0.07
20440,0.43,0.88,34.11,26.74,0.07
20480,0.43,0.9,34.12,26.74,0.07
20630,0.41,0.91,34.12,26.74,0.11
21110,0.48,0.87,34.13,26.75,0.03
21180,0.29,0.85,34.13,26.75,0.03
21820,0.51,0.9,34.14,26.76,0.02
22010,0.46,0.89,34.14,26.76,0.03
22130,0.37,0.84,34.15,26.76,0.03
22180,0.54,0.86,34.15,26.76,0.03
22200,0.43,0.86,34.15,26.76,0.02
22380,0.62,0.89,34.16,26.76,0.03
22430,0.63,0.89,34.16,26.77,0.03
23090,0.56,0.87,34.19,26.78,0.03
23200,0.52,0.88,34.2,26.78,0.05
23240,0.49,0.87,34.2,26.78,0.04
23320,0.56,0.91,34.2,26.78,0.04
23720,0.6,0.88,34.21,26.78,0.04
23750,0.5,0.86,34.21,26.79,0.04
23800,0.56,0.87,34.22,26.79,0.04
23910,0.42,0.86,34.22,26.79,0.08
24020,0.51,0.87,34.22,26.79,0.05
24150,0.47,0.87,34.23,26.79,0.04
24190,0.46,0.86,34.23,26.79,0.03
24220,0.49,0.87,34.23,26.79,0.03
24230,0.56,0.88,34.23,26.79,0.03
24810,0.43,0.88,34.25,26.8,0.02
24850,0.52,0.88,34.25,26.8,0.06
24870,0.44,0.86,34.25,26.8,0.06
24900,0.46,0.87,34.25,26.8,0.04
24940,0.41,0.87,34.25,26.8,0.04
24950,0.41,0.86,34.25,26.8,0.04
25090,0.39,0.85,34.25,26.8,0.09
25100,0.33,0.84,34.25,26.8,0.09
25210,0.43,0.83,34.25,26.81,0.06
25240,0.43,0.83,34.25,26.81,0.06
25370,0.44,0.87,34.26,26.81,0.08
25520,0.55,0.86,34.26,26.81,0.08
25530,0.47,0.86,34.26,26.81,0.08
25550,0.42,0.85,34.26,26.81,0.08
25650,0.54,0.86,34.26,26.81,0.07
25880,0.52,0.88,34.27,26.82,0.05
26120,0.5,0.88,34.28,26.82,0.05
26190,0.53,0.88,34.28,26.82,0.03
26550,0.27,0.86,34.28,26.82,0.02
26570,0.31,0.86,34.28,26.82,0.02
26590,0.34,0.86,34.28,26.83,0.03
26750,0.41,0.91,34.29,26.83,0.04
26910,0.49,0.9,34.29,26.83,0.02
26970,0.48,0.88,34.29,26.83,0.05
27060,0.49,0.89,34.29,26.83,0.02
27130,0.38,0.85,34.29,26.83,0.03
27260,0.28,0.85,34.29,26.83,0.02
28100,0.39,0.83,34.31,26.85,0.05
28130,0.36,0.82,34.31,26.85,0.05
28230,0.32,0.8,34.31,26.85,0.05
28300,0.35,0.8,34.31,26.85,0.03
28310,0.36,0.79,34.31,26.85,0.03
33380,0.32,0.76,34.39,26.92,0.01
33400,0.26,0.74,34.39,26.92,0.01
33500,0.19,0.73,34.39,26.92,0.02
33630,0.26,0.75,34.39,26.92,0.01
33860,0.29,0.74,34.4,26.92,0.02
33890,0.49,0.76,34.4,26.92,0.02
33970,0.41,0.75,34.4,26.92,0.03
34300,0.35,0.76,34.4,26.93,0.03
34320,0.34,0.76,34.4,26.93,0.04
34360,0.33,0.76,34.4,26.93,0.04
34380,0.31,0.76,34.4,26.93,0.02
34430,0.3,0.75,34.4,26.93,0.02
34450,0.29,0.75,34.4,26.93,0.02
34570,0.37,0.75,34.41,26.93,0.03
34590,0.29,0.75,34.41,26.93,0.03
34620,0.33,0.75,34.41,26.93,0.03
34720,0.3,0.74,34.41,26.93,0.04
34820,0.3,0.74,34.41,26.93,0.04
34830,0.31,0.75,34.41,26.93,0.04
34940,0.31,0.75,34.41,26.93,0.03
35100,0.29,0.75,34.41,26.93,0.02
35110,0.31,0.76,34.41,26.93,0.02
35120,0.33,0.76,34.41,26.93,0.02
35170,0.31,0.76,34.41,26.94,0.02
35230,0.41,0.78,34.42,26.94,0.02
35300,0.39,0.78,34.42,26.94,0.02
35520,0.35,0.78,34.42,26.94,0.02
35540,0.34,0.78,34.42,26.94,0.02
35670,0.34,0.79,34.42,26.94,0.02
35840,0.28,0.78,34.42,26.94,0.03
36030,0.51,0.81,34.42,26.94,0.02
36220,0.44,0.8,34.43,26.95,0.02
36330,0.42,0.78,34.43,26.95,0.01
36340,0.44,0.77,34.43,26.95,0.01
36410,0.4,0.76,34.43,26.95,0.02
36620,0.49,0.79,34.43,26.95,0.02
36640,0.58,0.79,34.43,26.95,0.02
36660,0.49,0.79,34.43,26.95,0.02
36900,0.45,0.82,34.43,26.95,0.02
37040,0.31,0.81,34.44,26.95,0.08
37090,0.3,0.81,34.44,26.95,0.01
37220,0.31,0.81,34.44,26.96,0.01
37380,0.27,0.82,34.44,26.96,0.02
37460,0.3,0.81,34.44,26.96,0.01
37480,0.31,0.81,34.44,26.96,0.01
37630,0.28,0.79,34.45,26.96,0.02
37740,0.29,0.8,34.45,26.96,0.01
37780,0.24,0.81,34.45,26.96,0.01
37810,0.28,0.8,34.45,26.96,0.01
37860,0.43,0.83,34.45,26.96,0.02
37870,0.43,0.82,34.45,26.96,0.02
38010,0.25,0.79,34.45,26.97,0.02
38070,0.25,0.79,34.45,26.97,0.01
38110,0.27,0.79,34.45,26.97,0.02
38230,0.23,0.79,34.45,26.97,0.01
38300,0.23,0.8,34.45,26.97,0.01
38540,0.32,0.82,34.46,26.97,0.03
38580,0.3,0.81,34.46,26.97,0.02
39000,0.31,0.8,34.46,26.97,0.01
39370,0.21,0.8,34.47,26.99,0.01
39390,0.21,0.8,34.47,26.99,0.01
39530,0.14,0.79,34.47,26.99,0.02
39970,0.3,0.84,34.48,27.0,0.02
39990,0.3,0.83,34.48,27.01,0.02
40040,0.34,0.82,34.48,27.01,0.02
40070,0.26,0.83,34.48,27.01,0.02
40570,0.29,0.83,34.49,27.02,0.02
40580,0.28,0.82,34.5,27.02,0.02
40640,0.23,0.83,34.5,27.03,0.01
40760,0.26,0.84,34.5,27.03,0.01
40790,0.25,0.84,34.5,27.03,0.01
40810,0.28,0.84,34.5,27.03,0.01
40830,0.27,0.84,34.5,27.03,0.01
40950,0.28,0.84,34.5,27.04,0.02
40960,0.26,0.84,34.5,27.04,0.02
41070,0.29,0.85,34.51,27.04,0.01
41190,0.36,0.87,34.51,27.04,0.01
41200,0.36,0.88,34.51,27.04,0.01
41230,0.34,0.88,34.51,27.04,0.02
41270,0.3,0.88,34.51,27.04,0.02
41280,0.32,0.88,34.51,27.04,0.02
41450,0.31,0.87,34.52,27.05,0.01
41580,0.31,0.87,34.52,27.05,0.01
41610,0.44,0.87,34.52,27.05,0.01
41700,0.28,0.86,34.52,27.06,0.01
42140,0.22,0.85,34.53,27.07,0.02
42150,0.2,0.86,34.53,27.07,0.02
42200,0.22,0.86,34.53,27.07,0.01
42270,0.21,0.76,34.53,27.07,0.01
42340,0.19,0.76,34.53,27.07,0.02
42350,0.19,0.76,34.53,27.07,0.02
42450,0.21,0.77,34.53,27.08,0.02
42720,0.27,0.77,34.54,27.08,0.03
42800,0.27,0.77,34.54,27.09,0.03
43070,0.28,0.79,34.55,27.09,0.01
43120,0.31,0.79,34.55,27.09,0.01
43350,0.32,0.79,34.55,27.1,0.04
43370,0.31,0.79,34.55,27.1,0.04
43420,0.41,0.78,34.55,27.1,0.04
43450,0.42,0.78,34.55,27.1,0.04
43830,0.3,0.8,34.56,27.11,0.04
43970,0.31,0.82,34.56,27.12,0.03
43980,0.3,0.82,34.56,27.12,0.04
44050,0.33,0.83,34.57,27.12,0.04
44150,0.32,0.81,34.57,27.12,0.02
44200,0.29,0.79,34.57,27.12,0.02
44360,0.25,0.79,34.57,27.12,0.01
51280,0.29,0.8,34.66,27.21,0.01
51390,0.22,0.78,34.66,27.21,0.01
51500,0.21,0.79,34.67,27.22,0.01
51540,0.22,0.79,34.67,27.22,0.01
51570,0.2,0.78,34.67,27.22,0.01
51600,0.24,0.8,34.67,27.22,0.02
51720,0.32,0.79,34.67,27.22,0.01
51740,0.24,0.79,34.67,27.22,0.01
51780,0.26,0.79,34.67,27.22,0.01
51790,0.3,0.8,34.67,27.22,0.01
51800,0.37,0.81,34.67,27.22,0.01
51820,0.4,0.81,34.67,27.22,0.01
51830,0.43,0.81,34.67,27.22,0.01
51900,0.28,0.8,34.67,27.22,0.01
52030,0.2,0.79,34.68,27.22,0.02
52350,0.26,0.82,34.68,27.22,0.01
52520,0.37,0.83,34.68,27.22,0.02
52550,0.3,0.82,34.68,27.22,0.02
52630,0.28,0.83,34.68,27.23,0.02
52830,0.2,0.8,34.69,27.23,0.02
52880,0.18,0.8,34.69,27.23,0.02
52910,0.17,0.8,34.69,27.23,0.02
53210,0.32,0.81,34.69,27.23,0.03
53260,0.16,0.79,34.69,27.23,0.02
53330,0.19,0.8,34.69,27.23,0.02
53450,0.26,0.8,34.7,27.23,0.02
53570,0.15,0.8,34.7,27.23,0.02
53590,0.14,0.8,34.7,27.23,0.01
53750,0.12,0.79,34.7,27.24,0.01
53890,0.15,0.8,34.7,27.24,0.02
53910,0.16,0.8,34.7,27.24,0.02
54050,0.19,0.8,34.7,27.24,0.01
54100,0.21,0.8,34.7,27.24,0.02
54650,0.24,0.82,34.71,27.24,0.02
54680,0.22,0.82,34.71,27.24,0.02
54690,0.2,0.82,34.71,27.24,0.02
54700,0.22,0.82,34.71,27.24,0.02
54740,0.18,0.82,34.71,27.24,0.01
54750,0.18,0.81,34.71,27.24,0.01
54820,0.17,0.81,34.71,27.24,0.01
54880,0.2,0.83,34.71,27.24,0.01
54950,0.17,0.82,34.71,27.24,0.02
55110,0.16,0.82,34.71,27.24,0.01
55150,0.25,0.84,34.71,27.24,0.01
55320,0.24,0.85,34.71,27.25,0.03
55430,0.21,0.82,34.71,27.25,0.02
55630,0.18,0.82,34.72,27.25,0.02
55800,0.19,0.84,34.72,27.25,0.03
55810,0.2,0.83,34.72,27.25,0.03
55850,0.26,0.84,34.72,27.25,0.03
55920,0.18,0.83,34.72,27.25,0.02
56060,0.2,0.84,34.72,27.25,0.02
56300,0.22,0.81,34.72,27.25,0.03
56370,0.24,0.81,34.72,27.25,0.03
56400,0.2,0.81,34.72,27.25,0.01
56490,0.23,0.82,34.73,27.25,0.02
56700,0.21,0.82,34.73,27.26,0.02
56740,0.38,0.84,34.73,27.26,0.02
56780,0.35,0.84,34.73,27.26,0.02
56970,0.28,0.85,34.73,27.26,0.02
56990,0.3,0.86,34.73,27.26,0.02
57630,0.3,0.84,34.74,27.27,0.02
58160,0.35,0.88,34.75,27.27,0.02
58190,0.35,0.87,34.75,27.27,0.02
58230,0.33,0.88,34.75,27.28,0.02
58450,0.25,0.85,34.75,27.28,0.03
58500,0.31,0.85,34.76,27.28,0.02
58630,0.35,0.86,34.76,27.28,0.02
58670,0.37,0.86,34.76,27.28,0.02
58990,0.31,0.87,34.76,27.28,0.02
59090,0.31,0.86,34.77,27.29,0.02
59150,0.36,0.85,34.77,27.29,0.02
59240,0.31,0.85,34.77,27.29,0.01
59280,0.29,0.85,34.77,27.29,0.01
59360,0.3,0.84,34.77,27.29,0.01
59630,0.32,0.87,34.77,27.29,0.03
59680,0.36,0.86,34.78,27.29,0.03
59840,0.38,0.87,34.78,27.29,0.03
60160,0.25,0.86,34.78,27.3,0.02
60230,0.25,0.85,34.78,27.3,0.03
60250,0.26,0.85,34.78,27.3,0.01
60280,0.22,0.85,34.78,27.3,0.01
60810,0.27,0.85,34.79,27.3,0.02
60880,0.29,0.85,34.79,27.3,0.02
66230,0.37,0.85,34.86,27.35,0.01
66240,0.41,0.86,34.86,27.35,0.01
66380,0.23,0.85,34.87,27.35,0.01
66410,0.27,0.85,34.87,27.35,0.01
66680,0.29,0.85,34.87,27.36,0.02
66720,0.31,0.85,34.87,27.36,0.02
66880,0.25,0.86,34.87,27.36,0.02
67160,0.22,0.86,34.87,27.36,0.01
67500,0.29,0.84,34.88,27.36,0.01
67970,0.24,0.85,34.88,27.37,0.02
68090,0.27,0.86,34.88,27.37,0.02
68160,0.46,0.86,34.89,27.37,0.01
68180,0.43,0.87,34.89,27.37,0.01
68220,0.45,0.87,34.89,27.37,0.01
74090,0.25,0.88,34.95,27.44,0.01
74180,0.25,0.88,34.96,27.44,0.01
74200,0.24,0.88,34.96,27.44,0.01
74250,0.19,0.88,34.96,27.44,0.01
74420,0.25,0.87,34.96,27.45,0.01
74500,0.26,0.89,34.96,27.45,0.01
74680,0.26,0.88,34.96,27.45,0.02
74760,0.28,0.87,34.96,27.45,0.02
74910,0.23,0.87,34.97,27.45,0.01
74950,0.31,0.88,34.97,27.45,0.02
74990,0.32,0.88,34.97,27.45,0.02
75030,0.26,0.88,34.97,27.45,0.02
75140,0.36,0.89,34.97,27.45,0.02
75180,0.36,0.9,34.97,27.45,0.02
75400,0.27,0.92,34.97,27.45,0.01
75410,0.36,0.91,34.97,27.45,0.01
75490,0.26,0.92,34.97,27.46,0.02
75560,0.28,0.9,34.97,27.46,0.01
75570,0.27,0.9,34.97,27.46,0.01
75770,0.32,0.9,34.98,27.46,0.02
75810,0.33,0.89,34.98,27.46,0.02
75870,0.44,0.89,34.98,27.46,0.02
75950,0.3,0.89,34.98,27.46,0.03
75960,0.28,0.89,34.98,27.46,0.03
75990,0.3,0.9,34.98,27.46,0.03
76010,0.29,0.89,34.98,27.46,0.03
76020,0.28,0.89,34.98,27.46,0.02
76230,0.34,0.87,34.98,27.46,0.02
76290,0.29,0.87,34.98,27.46,0.02
76310,0.25,0.87,34.98,27.46,0.02
76380,0.34,0.87,34.98,27.46,0.02
76430,0.35,0.87,34.98,27.46,0.02
76440,0.32,0.87,34.98,27.46,0.01
76460,0.34,0.87,34.98,27.47,0.01
76540,0.34,0.85,34.98,27.47,0.02
76570,0.21,0.85,34.98,27.47,0.02
76780,0.26,0.86,34.99,27.47,0.02
76880,0.42,0.86,34.99,27.47,0.01
76920,0.34,0.86,34.99,27.47,0.02
77140,0.4,0.88,34.99,27.47,0.02
77290,0.32,0.89,35.0,27.47,0.01
77310,0.31,0.87,35.0,27.47,0.01
77420,0.34,0.87,35.0,27.47,0.01
77480,0.33,0.86,35.0,27.47,0.02
77510,0.22,0.86,35.0,27.47,0.02
77520,0.25,0.86,35.0,27.47,0.03
77540,0.24,0.87,35.0,27.47,0.03
77790,0.29,0.86,35.0,27.48,0.02
78060,0.46,0.85,35.0,27.48,0.02
78070,0.33,0.85,35.0,27.48,0.02
78080,0.51,0.86,35.0,27.48,0.02
78170,0.24,0.86,35.0,27.48,0.01
78320,0.19,0.86,35.01,27.48,0.02
78420,0.18,0.86,35.01,27.48,0.02
78490,0.19,0.86,35.01,27.48,0.01
78510,0.2,0.86,35.01,27.48,0.01
78520,0.23,0.87,35.01,27.48,0.01
78680,0.22,0.9,35.01,27.48,0.01
