time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
4160,0.25,0.93,36.8,30.37,0.06
4170,0.27,0.93,36.8,30.37,0.06
4180,0.27,0.93,36.8,30.37,0.06
4200,0.26,0.92,36.8,30.37,0.05
4250,0.36,0.93,36.8,30.37,0.05
4270,0.32,0.93,36.8,30.37,0.06
4280,0.25,0.93,36.8,30.37,0.06
4320,0.25,0.92,36.8,30.37,0.05
4370,0.25,0.9,36.8,30.37,0.05
4390,0.27,0.9,36.81,30.37,0.06
4540,0.26,0.89,36.81,30.37,0.06
4550,0.27,0.89,36.81,30.37,0.06
4590,0.37,0.9,36.81,30.37,0.06
4640,0.4,0.93,36.81,30.38,0.07
4780,0.56,0.98,36.82,30.38,0.07
5080,0.34,0.86,36.82,30.38,0.06
5100,0.38,0.86,36.82,30.38,0.08
5110,0.5,0.87,36.82,30.38,0.08
5260,0.38,0.86,36.83,30.39,0.06
5510,0.46,0.88,36.83,30.39,0.07
5520,0.46,0.88,36.83,30.39,0.06
5570,0.45,0.89,36.83,30.39,0.06
5600,0.5,0.89,36.84,30.39,0.07
5680,0.43,0.91,36.84,30.39,0.06
5700,0.47,0.92,36.84,30.39,0.08
5840,0.32,0.88,36.84,30.4,0.06
5940,0.37,0.88,36.84,30.4,0.08
6030,0.31,0.87,36.84,30.4,0.07
6100,0.33,0.87,36.84,30.4,0.06
6250,0.37,0.86,36.85,30.4,0.06
6260,0.4,0.85,36.85,30.4,0.06
6300,0.36,0.86,36.85,30.4,0.1
6310,0.37,0.86,36.85,30.4,0.1
6410,0.33,0.88,36.85,30.4,0.09
6460,0.34,0.88,36.85,30.4,0.06
6570,0.33,0.91,36.85,30.41,0.05
6700,0.35,0.9,36.86,30.41,0.07
6720,0.37,0.9,36.86,30.41,0.07
6760,0.35,0.9,36.86,30.41,0.07
6810,0.4,0.89,36.86,30.41,0.07
6900,0.36,0.89,36.86,30.41,0.06
6980,0.33,0.88,36.86,30.41,0.07
7050,0.32,0.88,36.86,30.41,0.07
7100,0.46,0.89,36.86,30.41,0.16
7120,0.37,0.9,36.86,30.41,0.16
7130,0.37,0.89,36.86,30.41,0.16
7300,0.38,0.91,36.87,30.42,0.06
7320,0.38,0.91,36.87,30.42,0.08
7330,0.45,0.9,36.87,30.42,0.08
7350,0.5,0.92,36.87,30.42,0.08
7520,0.58,0.92,36.87,30.42,0.07
7570,0.64,0.91,36.87,30.42,0.1
7670,0.33,0.91,36.87,30.42,0.48
7710,0.3,0.91,36.87,30.42,0.43
7760,0.31,0.9,36.88,30.42,0.32
7970,0.37,0.88,36.88,30.43,0.1
7980,0.35,0.88,36.88,30.43,0.09
8060,0.39,0.9,36.88,30.43,0.06
8130,0.36,0.9,36.88,30.43,0.09
8150,0.33,0.9,36.88,30.43,0.09
8160,0.36,0.9,36.88,30.43,0.06
8230,0.38,0.91,36.88,30.43,0.05
8370,0.29,0.87,36.89,30.43,0.06
8500,0.32,0.88,36.89,30.44,0.19
8510,0.32,0.88,36.89,30.44,0.19
8580,0.34,0.88,36.89,30.44,0.12
8770,0.4,0.88,36.89,30.44,0.1
21390,0.44,0.93,37.14,30.61,0.1
21410,0.47,0.93,37.14,30.61,0.1
21680,0.52,0.92,37.14,30.61,0.07
21690,0.58,0.93,37.14,30.61,0.07
21700,0.51,0.92,37.15,30.61,0.07
21710,0.51,0.93,37.15,30.61,0.07
21730,0.53,0.94,37.15,30.61,0.1
21840,0.64,0.93,37.15,30.61,0.18
21980,0.53,0.94,37.15,30.62,0.12
21990,0.54,0.94,37.15,30.62,0.12
22050,0.55,0.94,37.16,30.62,0.11
22090,0.51,0.89,37.16,30.62,0.09
22400,0.74,0.96,37.17,30.62,0.13
22410,0.72,0.96,37.17,30.62,0.13
22420,0.75,0.96,37.17,30.62,0.13
22530,0.78,0.97,37.17,30.63,0.12
22550,0.78,0.97,37.18,30.63,0.12
22670,0.81,0.96,37.18,30.63,0.14
22750,0.8,0.94,37.19,30.63,0.1
22840,0.81,0.93,37.19,30.63,0.11
22890,0.81,0.93,37.19,30.63,0.15
