time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
1870,0.26,0.88,28.77,20.18,0.02
1990,0.21,0.86,28.77,20.18,0.02
2120,0.18,0.85,28.78,20.18,0.02
2140,0.15,0.85,28.78,20.18,0.02
2180,0.14,0.85,28.78,20.18,0.02
2220,0.14,0.84,28.78,20.18,0.02
2330,0.12,0.84,28.78,20.19,0.07
2450,0.21,0.87,28.78,20.19,0.02
2460,0.2,0.87,28.78,20.19,0.02
2480,0.21,0.88,28.78,20.19,0.02
5990,0.23,0.81,28.82,20.21,0.06
6000,0.22,0.81,28.82,20.21,0.02
6040,0.24,0.81,28.82,20.21,0.02
6110,0.21,0.81,28.82,20.21,0.03
6170,0.23,0.8,28.82,20.21,0.02
6300,0.33,0.83,28.83,20.22,0.05
6310,0.31,0.83,28.83,20.22,0.05
6370,0.26,0.82,28.83,20.22,0.03
6390,0.25,0.82,28.83,20.22,0.03
6410,0.22,0.82,28.83,20.22,0.03
6420,0.25,0.83,28.83,20.22,0.02
8500,0.25,0.81,28.86,20.24,0.05
8590,0.25,0.81,28.86,20.24,0.03
8610,0.22,0.82,28.86,20.24,0.03
8620,0.25,0.81,28.86,20.24,0.03
13050,0.21,0.82,28.93,20.28,0.05
13190,0.29,0.84,28.93,20.28,0.04
13260,0.28,0.84,28.93,20.28,0.06
13270,0.3,0.84,28.93,20.28,0.06
13440,0.29,0.85,28.94,20.28,0.03
13650,0.27,0.82,28.94,20.28,0.06
13660,0.28,0.83,28.94,20.28,0.06
13770,0.29,0.84,28.94,20.28,0.04
14040,0.27,0.83,28.95,20.28,0.1
14070,0.29,0.83,28.95,20.28,0.1
14170,0.36,0.86,28.95,20.28,0.06
14480,0.31,0.86,28.96,20.29,0.04
14500,0.24,0.85,28.96,20.29,0.04
14570,0.21,0.84,28.96,20.29,0.03
14580,0.24,0.85,28.96,20.29,0.03
14590,0.27,0.85,28.96,20.29,0.03
14690,0.3,0.86,28.96,20.29,0.06
14710,0.36,0.86,28.96,20.29,0.08
14720,0.29,0.85,28.96,20.29,0.08
14760,0.23,0.83,28.96,20.29,0.06
14800,0.29,0.83,28.96,20.29,0.06
14880,0.28,0.83,28.97,20.29,0.08
14890,0.25,0.82,28.97,20.29,0.08
15080,0.32,0.85,28.97,20.29,0.08
15170,0.28,0.85,28.97,20.29,0.06
15190,0.32,0.85,28.97,20.29,0.04
15370,0.28,0.85,28.97,20.3,0.05
15440,0.31,0.84,28.97,20.3,0.05
15500,0.26,0.84,28.98,20.3,0.05
15560,0.28,0.84,28.98,20.3,0.09
15670,0.3,0.86,28.98,20.3,0.14
15750,0.31,0.85,28.98,20.3,0.06
15830,0.26,0.85,28.98,20.3,0.05
15860,0.25,0.84,28.98,20.3,0.05
15950,0.23,0.83,28.98,20.3,0.05
16080,0.22,0.83,28.98,20.3,0.03
16350,0.24,0.83,28.99,20.3,0.04
16410,0.23,0.83,28.99,20.3,0.05
16650,0.26,0.84,28.99,20.31,0.04
16660,0.25,0.84,28.99,20.31,0.04
16670,0.27,0.84,28.99,20.31,0.04
16760,0.24,0.83,28.99,20.31,0.03
16850,0.25,0.84,28.99,20.31,0.03
16950,0.25,0.84,28.99,20.31,0.02
17230,0.41,0.86,29.0,20.31,0.03
17250,0.39,0.86,29.0,20.31,0.03
17330,0.35,0.85,29.0,20.31,0.05
17560,0.32,0.88,29.0,20.31,0.04
17570,0.31,0.88,29.0,20.31,0.04
17810,0.39,0.87,29.01,20.31,0.03
17920,0.28,0.85,29.01,20.32,0.12
18300,0.36,0.88,29.02,20.32,0.04
18310,0.39,0.89,29.02,20.32,0.04
18320,0.35,0.89,29.02,20.32,0.04
18490,0.26,0.87,29.02,20.32,0.05
18620,0.26,0.86,29.02,20.33,0.03
18760,0.32,0.85,29.02,20.33,0.03
18790,0.33,0.85,29.02,20.33,0.02
18860,0.24,0.85,29.03,20.33,0.04
18900,0.21,0.86,29.03,20.33,0.03
22490,0.71,0.9,29.11,20.37,0.06
22850,0.8,0.92,29.12,20.38,0.1
22980,0.59,0.87,29.13,20.38,0.09
23010,0.5,0.85,29.13,20.38,0.09
23030,0.45,0.85,29.13,20.38,0.09
23070,0.39,0.84,29.13,20.38,0.03
23180,0.52,0.85,29.13,20.38,0.04
23280,0.58,0.9,29.13,20.39,0.04
23320,0.59,0.88,29.14,20.39,0.04
23340,0.58,0.89,29.14,20.39,0.07
23670,0.59,0.88,29.14,20.39,0.05
23680,0.61,0.88,29.15,20.39,0.05
23710,0.65,0.89,29.15,20.39,0.05
23750,0.56,0.9,29.15,20.39,0.05
23880,0.52,0.91,29.15,20.4,0.1
23940,0.55,0.89,29.15,20.4,0.04
24060,0.5,0.9,29.16,20.4,0.06
24090,0.52,0.91,29.16,20.4,0.06
24500,0.49,0.9,29.17,20.4,0.05
24850,0.45,0.91,29.17,20.41,0.08
24860,0.41,0.9,29.17,20.41,0.08
24890,0.43,0.91,29.17,20.41,0.08
24940,0.38,0.87,29.18,20.41,0.05
25040,0.5,0.89,29.18,20.41,0.1
25160,0.41,0.86,29.18,20.41,0.06
25290,0.44,0.87,29.18,20.42,0.04
25370,0.44,0.87,29.18,20.42,0.08
25420,0.42,0.87,29.18,20.42,0.07
25480,0.42,0.88,29.19,20.42,0.07
25550,0.38,0.88,29.19,20.42,0.08
26810,0.42,0.91,29.21,20.44,0.03
26870,0.47,0.92,29.21,20.44,0.03
26900,0.46,0.91,29.21,20.44,0.03
27110,0.37,0.89,29.21,20.45,0.04
27160,0.45,0.88,29.21,20.45,0.03
27180,0.46,0.89,29.21,20.45,0.06
27200,0.35,0.89,29.21,20.45,0.06
27290,0.32,0.88,29.21,20.45,0.04
28550,0.39,0.9,29.24,20.46,0.1
28650,0.36,0.89,29.24,20.47,0.05
28690,0.41,0.9,29.24,20.47,0.05
28800,0.4,0.93,29.24,20.47,0.06
28820,0.42,0.93,29.24,20.47,0.06
28910,0.51,0.92,29.24,20.47,0.08
28920,0.53,0.92,29.24,20.47,0.05
28940,0.5,0.92,29.25,20.47,0.05
28990,0.51,0.92,29.25,20.47,0.04
29110,0.48,0.88,29.25,20.47,0.08
29120,0.51,0.88,29.25,20.47,0.08
29160,0.46,0.88,29.25,20.47,0.08
29240,0.57,0.87,29.25,20.48,0.09
29280,0.45,0.87,29.25,20.48,0.06
29460,0.4,0.86,29.26,20.48,0.05
29660,0.52,0.87,29.26,20.48,0.04
29670,0.51,0.87,29.26,20.48,0.04
29860,0.46,0.88,29.26,20.48,0.06
29890,0.65,0.89,29.26,20.48,0.04
30020,0.39,0.88,29.27,20.49,0.06
30070,0.43,0.88,29.27,20.49,0.04
30180,0.66,0.89,29.27,20.49,0.05
30230,0.47,0.88,29.27,20.49,0.05
30310,0.5,0.91,29.27,20.49,0.06
30500,0.52,0.88,29.27,20.49,0.06
30650,0.49,0.87,29.28,20.5,0.07
30740,0.32,0.85,29.28,20.5,0.06
30770,0.4,0.87,29.28,20.5,0.06
30860,0.39,0.87,29.28,20.5,0.04
30890,0.38,0.87,29.28,20.5,0.04
31030,0.37,0.86,29.28,20.5,0.04
31040,0.36,0.87,29.28,20.5,0.04
31070,0.41,0.87,29.28,20.5,0.04
31090,0.39,0.87,29.28,20.5,0.05
31260,0.38,0.86,29.29,20.51,0.06
31350,0.42,0.85,29.29,20.51,0.07
31420,0.52,0.87,29.29,20.51,0.07
31500,0.46,0.87,29.29,20.51,0.07
31660,0.39,0.87,29.29,20.51,0.03
31720,0.37,0.87,29.29,20.51,0.04
31740,0.37,0.87,29.29,20.51,0.08
31870,0.43,0.89,29.29,20.51,0.06
32360,0.36,0.88,29.3,20.52,0.03
32380,0.32,0.87,29.3,20.52,0.03
32430,0.43,0.86,29.3,20.52,0.03
32440,0.47,0.87,29.3,20.52,0.03
32450,0.55,0.88,29.3,20.52,0.03
32480,0.42,0.88,29.3,20.52,0.07
32560,0.33,0.87,29.3,20.52,0.05
32870,0.43,0.9,29.31,20.53,0.03
32890,0.45,0.92,29.31,20.53,0.04
33010,0.53,0.91,29.31,20.53,0.03
33200,0.49,0.9,29.31,20.54,0.05
33230,0.54,0.91,29.31,20.54,0.05
33310,0.44,0.89,29.32,20.54,0.06
33320,0.43,0.9,29.32,20.54,0.06
33400,0.39,0.89,29.32,20.54,0.03
33410,0.39,0.88,29.32,20.54,0.03
33590,0.36,0.87,29.32,20.54,0.04
33650,0.38,0.88,29.32,20.54,0.04
34160,0.39,0.88,29.33,20.55,0.04
34280,0.39,0.87,29.33,20.55,0.04
34470,0.34,0.86,29.33,20.55,0.06
34530,0.43,0.87,29.33,20.55,0.03
34620,0.3,0.86,29.33,20.55,0.05
34640,0.33,0.87,29.33,20.55,0.05
34720,0.31,0.86,29.33,20.55,0.06
34750,0.33,0.87,29.33,20.55,0.03
34770,0.33,0.87,29.34,20.55,0.03
34790,0.33,0.86,29.34,20.55,0.03
34820,0.37,0.87,29.34,20.55,0.05
34890,0.39,0.88,29.34,20.55,0.05
35090,0.35,0.86,29.34,20.56,0.03
35170,0.41,0.88,29.34,20.56,0.02
