time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
10,0.21,0.9,37.88,28.58,0.02
330,0.13,0.9,37.88,28.59,0.06
360,0.29,0.91,37.88,28.59,0.04
430,0.35,0.95,37.88,28.59,0.05
570,0.28,0.94,37.88,28.59,0.06
670,0.34,0.92,37.89,28.59,0.05
860,0.3,0.9,37.89,28.59,0.03
1010,0.32,0.92,37.89,28.6,0.06
1100,0.3,0.94,37.89,28.6,0.09
1300,0.3,0.95,37.9,28.6,0.03
1380,0.29,0.92,37.9,28.6,0.04
1450,0.26,0.91,37.9,28.6,0.03
1510,0.31,0.94,37.9,28.6,0.03
1590,0.25,0.95,37.9,28.6,0.03
1650,0.35,0.92,37.9,28.6,0.03
1930,0.23,0.86,37.91,28.61,0.03
1980,0.22,0.86,37.91,28.61,0.03
2040,0.19,0.83,37.91,28.61,0.02
2170,0.18,0.82,37.91,28.61,0.03
2220,0.14,0.82,37.91,28.61,0.02
2270,0.26,0.82,37.91,28.61,0.02
2450,0.21,0.84,37.91,28.61,0.03
2500,0.35,0.84,37.91,28.61,0.02
2510,0.23,0.85,37.91,28.61,0.02
2580,0.2,0.85,37.92,28.61,0.11
2730,0.22,0.83,37.92,28.61,0.2
2850,0.2,0.83,37.92,28.61,0.16
3050,0.35,0.86,37.92,28.62,0.09
3060,0.34,0.86,37.92,28.62,0.06
3140,0.23,0.85,37.92,28.62,0.03
3470,0.19,0.85,37.93,28.62,0.03
3530,0.21,0.85,37.93,28.62,0.03
3550,0.24,0.86,37.93,28.62,0.02
3630,0.23,0.87,37.93,28.62,0.03
3640,0.24,0.87,37.93,28.62,0.03
3680,0.24,0.87,37.93,28.62,0.03
3730,0.29,0.89,37.93,28.62,0.03
3800,0.29,0.89,37.93,28.62,0.02
4140,0.25,0.88,37.94,28.63,0.03
4470,0.16,0.85,37.94,28.63,0.02
4500,0.14,0.85,37.94,28.63,0.03
4510,0.23,0.85,37.94,28.63,0.03
4560,0.17,0.83,37.94,28.63,0.03
4570,0.25,0.83,37.94,28.63,0.03
4650,0.32,0.87,37.94,28.63,0.03
4660,0.31,0.88,37.94,28.63,0.03
4730,0.55,0.94,37.94,28.63,0.03
9330,0.31,0.86,38.03,28.69,0.05
9400,0.25,0.84,38.03,28.7,0.06
9500,0.24,0.84,38.03,28.7,0.04
9550,0.41,0.83,38.03,28.7,0.03
9820,0.27,0.86,38.04,28.7,0.02
9830,0.29,0.87,38.04,28.7,0.02
9840,0.3,0.86,38.04,28.7,0.03
10070,0.19,0.83,38.04,28.7,0.03
10160,0.35,0.84,38.04,28.7,0.02
10190,0.33,0.84,38.04,28.7,0.02
10450,0.29,0.86,38.05,28.71,0.04
10490,0.22,0.86,38.05,28.71,0.04
10620,0.24,0.86,38.05,28.71,0.04
10790,0.25,0.87,38.05,28.71,0.03
10900,0.25,0.85,38.06,28.71,0.04
11160,0.3,0.88,38.07,28.71,0.05
11180,0.25,0.87,38.07,28.71,0.05
11230,0.27,0.88,38.07,28.72,0.03
11260,0.24,0.88,38.07,28.72,0.03
11460,0.25,0.85,38.07,28.72,0.02
11480,0.24,0.86,38.07,28.72,0.02
11510,0.24,0.86,38.07,28.72,0.02
11670,0.3,0.85,38.08,28.72,0.03
11710,0.27,0.85,38.08,28.72,0.05
11820,0.24,0.85,38.08,28.72,0.03
11870,0.22,0.85,38.08,28.72,0.03
11920,0.21,0.85,38.08,28.72,0.03
12040,0.22,0.84,38.08,28.72,0.13
12110,0.29,0.85,38.08,28.72,0.03
12420,0.34,0.91,38.09,28.73,0.03
12440,0.35,0.9,38.09,28.73,0.03
12460,0.36,0.91,38.09,28.73,0.03
12480,0.34,0.91,38.09,28.73,0.03
12800,0.22,0.85,38.1,28.73,0.03
12980,0.18,0.86,38.1,28.73,0.06
13110,0.22,0.86,38.1,28.73,0.02
13230,0.27,0.86,38.1,28.74,0.03
13250,0.29,0.87,38.1,28.74,0.03
17700,0.22,0.9,38.19,28.79,0.02
17870,0.27,0.89,38.19,28.79,0.08
17960,0.3,0.89,38.19,28.79,0.03
18010,0.29,0.89,38.19,28.8,0.05
18080,0.26,0.89,38.19,28.8,0.03
18120,0.3,0.9,38.19,28.8,0.04
18170,0.25,0.89,38.19,28.8,0.04
18570,0.34,0.89,38.2,28.8,0.09
18590,0.37,0.88,38.2,28.8,0.09
19000,0.35,0.84,38.21,28.81,0.02
19220,0.26,0.86,38.21,28.81,0.04
19250,0.22,0.86,38.21,28.81,0.04
19670,0.41,0.89,38.22,28.81,0.06
19740,0.4,0.91,38.22,28.82,0.07
19760,0.38,0.89,38.22,28.82,0.07
19770,0.37,0.9,38.23,28.82,0.07
19800,0.49,0.94,38.23,28.82,0.06
19890,0.46,0.94,38.23,28.82,0.05
20020,0.47,0.97,38.23,28.82,0.07
20050,0.57,0.97,38.23,28.82,0.1
20080,0.49,0.95,38.23,28.82,0.1
20170,0.56,0.89,38.24,28.82,0.15
20250,0.6,0.86,38.24,28.82,0.17
20260,0.49,0.86,38.24,28.82,0.17
20490,0.57,0.9,38.25,28.83,0.16
20910,0.47,0.86,38.26,28.83,0.2
21020,0.52,0.89,38.26,28.84,0.14
