time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
6810,0.21,0.81,35.63,27.08,0.01
6840,0.26,0.82,35.63,27.08,0.01
6910,0.22,0.8,35.63,27.08,0.01
6940,0.19,0.8,35.63,27.08,0.01
6960,0.21,0.81,35.63,27.08,0.02
7080,0.28,0.83,35.63,27.08,0.09
7120,0.18,0.82,35.63,27.09,0.09
7160,0.17,0.82,35.63,27.09,0.07
7250,0.26,0.83,35.63,27.09,0.03
7260,0.27,0.84,35.63,27.09,0.03
7310,0.26,0.84,35.64,27.09,0.03
7410,0.26,0.84,35.64,27.09,0.02
7610,0.23,0.83,35.64,27.09,0.02
7680,0.21,0.83,35.64,27.09,0.02
7900,0.29,0.84,35.65,27.1,0.01
8080,0.29,0.84,35.65,27.1,0.02
8090,0.29,0.85,35.65,27.1,0.02
8470,0.18,0.81,35.65,27.11,0.01
8490,0.14,0.81,35.65,27.11,0.01
8660,0.21,0.82,35.66,27.11,0.1
8940,0.19,0.82,35.66,27.11,0.01
9150,0.31,0.83,35.66,27.12,0.01
9310,0.31,0.8,35.66,27.12,0.01
9390,0.19,0.81,35.67,27.12,0.01
9550,0.23,0.81,35.67,27.12,0.01
9560,0.2,0.81,35.67,27.12,0.01
9590,0.21,0.82,35.67,27.12,0.01
9700,0.17,0.81,35.67,27.12,0.01
9810,0.18,0.82,35.67,27.12,0.02
9820,0.2,0.82,35.67,27.12,0.02
9840,0.16,0.82,35.67,27.12,0.01
9920,0.18,0.83,35.67,27.13,0.01
9940,0.16,0.83,35.67,27.13,0.01
9980,0.18,0.83,35.67,27.13,0.01
10110,0.15,0.8,35.67,27.13,0.04
10150,0.12,0.8,35.67,27.13,0.01
10180,0.22,0.8,35.67,27.13,0.01
10300,0.22,0.81,35.68,27.13,0.01
10340,0.13,0.8,35.68,27.13,0.01
10440,0.16,0.81,35.68,27.13,0.01
10650,0.18,0.82,35.68,27.13,0.01
10780,0.19,0.82,35.68,27.13,0.01
10820,0.21,0.82,35.68,27.14,0.01
