time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
7420,0.26,0.86,35.2,26.51,0.03
7500,0.25,0.86,35.2,26.51,0.01
7740,0.19,0.85,35.2,26.51,0.02
7780,0.23,0.85,35.2,26.51,0.02
7830,0.23,0.85,35.2,26.51,0.03
7930,0.2,0.86,35.21,26.51,0.02
7990,0.22,0.86,35.21,26.51,0.01
8160,0.23,0.87,35.21,26.52,0.01
8230,0.24,0.84,35.21,26.52,0.03
8240,0.24,0.83,35.21,26.52,0.03
8390,0.19,0.82,35.21,26.52,0.05
8500,0.15,0.82,35.21,26.52,0.03
8550,0.15,0.82,35.21,26.52,0.03
8570,0.16,0.82,35.21,26.52,0.03
8620,0.2,0.83,35.21,26.52,0.04
8630,0.22,0.83,35.21,26.52,0.04
8730,0.18,0.83,35.22,26.52,0.05
8780,0.18,0.83,35.22,26.52,0.03
9060,0.25,0.83,35.22,26.52,0.03
9130,0.23,0.84,35.22,26.52,0.04
9170,0.22,0.84,35.22,26.52,0.04
9250,0.25,0.83,35.22,26.52,0.03
9330,0.23,0.83,35.22,26.52,0.03
9440,0.21,0.82,35.23,26.52,0.02
9520,0.23,0.83,35.23,26.53,0.03
9590,0.19,0.83,35.23,26.53,0.02
9610,0.22,0.83,35.23,26.53,0.04
9660,0.16,0.81,35.23,26.53,0.01
9720,0.2,0.83,35.23,26.53,0.03
9740,0.2,0.82,35.23,26.53,0.03
9760,0.19,0.83,35.23,26.53,0.03
9780,0.19,0.83,35.23,26.53,0.03
9830,0.21,0.85,35.23,26.53,0.03
9870,0.18,0.83,35.23,26.53,0.01
9930,0.19,0.83,35.23,26.53,0.03
9940,0.19,0.83,35.23,26.53,0.03
9960,0.18,0.83,35.23,26.53,0.02
10030,0.17,0.82,35.23,26.53,0.02
10130,0.24,0.82,35.24,26.53,0.01
10250,0.3,0.82,35.24,26.53,0.01
10530,0.22,0.84,35.24,26.53,0.02
10690,0.17,0.83,35.24,26.53,0.03
10880,0.21,0.86,35.25,26.54,0.02
10890,0.2,0.87,35.25,26.54,0.02
11200,0.15,0.86,35.26,26.54,0.07
11240,0.19,0.84,35.26,26.54,0.01
11260,0.2,0.85,35.26,26.54,0.01
11390,0.17,0.83,35.26,26.54,0.03
