time_stamp,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
1530,0.42,0.93,41.31,32.28,0.04
1660,0.42,0.94,41.31,32.28,0.05
1750,0.4,0.94,41.31,32.28,0.04
1800,0.42,0.94,41.32,32.28,0.04
1810,0.46,0.94,41.32,32.28,0.04
1830,0.4,0.94,41.32,32.28,0.04
1880,0.39,0.94,41.32,32.28,0.04
1960,0.35,0.92,41.32,32.28,0.04
1980,0.36,0.92,41.32,32.28,0.04
2050,0.38,0.92,41.32,32.28,0.04
2130,0.34,0.92,41.32,32.28,0.03
2350,0.42,0.92,41.32,32.28,0.05
2750,0.39,0.95,41.32,32.29,0.04
2850,0.41,0.93,41.32,32.29,0.04
2960,0.37,0.93,41.33,32.29,0.05
3100,0.35,0.92,41.33,32.29,0.04
3440,0.39,0.95,41.33,32.29,0.04
3520,0.4,0.94,41.33,32.3,0.04
3550,0.4,0.95,41.33,32.3,0.04
3610,0.41,0.95,41.33,32.3,0.03
3720,0.37,0.94,41.33,32.3,0.04
3880,0.41,0.96,41.33,32.3,0.04
6980,0.42,0.89,41.36,32.33,0.04
7030,0.43,0.89,41.36,32.33,0.04
7050,0.43,0.89,41.36,32.33,0.04
7060,0.48,0.89,41.36,32.33,0.04
7140,0.46,0.9,41.37,32.33,0.04
7180,0.46,0.9,41.37,32.33,0.04
7400,0.51,0.91,41.37,32.34,0.05
7470,0.54,0.91,41.37,32.34,0.05
7500,0.5,0.91,41.37,32.34,0.04
7550,0.51,0.91,41.37,32.34,0.04
7680,0.46,0.91,41.37,32.34,0.04
7840,0.45,0.89,41.38,32.34,0.05
8160,0.46,0.92,41.38,32.35,0.06
8190,0.43,0.92,41.38,32.35,0.06
8300,0.4,0.88,41.38,32.35,0.08
8320,0.41,0.88,41.38,32.35,0.08
8550,0.42,0.86,41.38,32.35,0.18
8630,0.43,0.88,41.38,32.35,0.06
8650,0.46,0.88,41.38,32.35,0.08
8890,0.44,0.88,41.39,32.35,0.05
8910,0.4,0.88,41.39,32.35,0.05
8960,0.38,0.87,41.39,32.35,0.04
9270,0.39,0.87,41.39,32.36,0.04
9370,0.42,0.88,41.39,32.36,0.04
9460,0.41,0.88,41.39,32.36,0.04
9570,0.44,0.88,41.39,32.36,0.04
9610,0.44,0.88,41.39,32.36,0.06
9620,0.42,0.88,41.39,32.36,0.06
9670,0.4,0.87,41.39,32.36,0.04
9680,0.37,0.87,41.39,32.36,0.04
9690,0.37,0.87,41.39,32.36,0.04
9700,0.37,0.87,41.39,32.36,0.04
9710,0.37,0.87,41.39,32.36,0.04
9730,0.39,0.87,41.39,32.36,0.03
9740,0.39,0.87,41.39,32.36,0.03
9840,0.39,0.87,41.4,32.36,0.04
10260,0.45,0.88,41.4,32.36,0.03
10300,0.4,0.89,41.4,32.36,0.03
10460,0.42,0.87,41.4,32.37,0.03
10550,0.4,0.88,41.4,32.37,0.04
10750,0.38,0.88,41.4,32.37,0.06
10850,0.43,0.89,41.4,32.37,0.03
10950,0.41,0.9,41.41,32.37,0.04
11130,0.44,0.92,41.41,32.37,0.04
11180,0.42,0.92,41.41,32.37,0.07
11400,0.42,0.93,41.42,32.38,0.03
11420,0.41,0.92,41.42,32.38,0.03
11630,0.38,0.93,41.42,32.38,0.03
11710,0.44,0.93,41.42,32.38,0.04
11750,0.38,0.93,41.43,32.38,0.04
11760,0.41,0.93,41.43,32.38,0.04
11830,0.41,0.93,41.43,32.39,0.04
11850,0.41,0.94,41.43,32.39,0.04
11950,0.39,0.93,41.43,32.39,0.04
12110,0.37,0.93,41.43,32.39,0.04
12150,0.4,0.94,41.43,32.39,0.04
12260,0.45,0.95,41.44,32.39,0.04
12400,0.52,0.94,41.44,32.4,0.04
12460,0.4,0.92,41.44,32.4,0.04
12550,0.4,0.89,41.44,32.4,0.04
12710,0.41,0.88,41.45,32.4,0.04
12740,0.37,0.88,41.45,32.41,0.04
12800,0.38,0.89,41.45,32.41,0.03
12850,0.38,0.88,41.45,32.41,0.04
12900,0.35,0.88,41.45,32.41,0.04
12920,0.34,0.89,41.45,32.41,0.04
12940,0.36,0.89,41.45,32.41,0.04
12980,0.33,0.88,41.45,32.41,0.03
13000,0.35,0.88,41.46,32.41,0.03
13120,0.35,0.88,41.46,32.41,0.04
13170,0.38,0.88,41.46,32.41,0.04
16360,0.37,0.89,41.55,32.49,0.05
16520,0.34,0.89,41.55,32.49,0.03
16570,0.37,0.89,41.55,32.5,0.03
16680,0.38,0.9,41.56,32.5,0.03
16750,0.39,0.9,41.56,32.5,0.04
17070,0.37,0.91,41.57,32.51,0.04
17120,0.36,0.9,41.57,32.51,0.04
17230,0.46,0.91,41.57,32.51,0.04
17390,0.47,0.9,41.57,32.51,0.04
17490,0.41,0.9,41.58,32.52,0.04
17500,0.44,0.9,41.58,32.52,0.04
17660,0.36,0.9,41.58,32.52,0.03
17800,0.4,0.9,41.58,32.52,0.03
17850,0.38,0.9,41.59,32.53,0.04
17950,0.41,0.9,41.59,32.53,0.03
18180,0.38,0.9,41.59,32.53,0.04
18220,0.38,0.9,41.6,32.54,0.04
18310,0.46,0.9,41.6,32.54,0.04
18330,0.38,0.9,41.6,32.54,0.04
18350,0.39,0.9,41.6,32.54,0.04
18380,0.4,0.9,41.6,32.54,0.03
18460,0.4,0.91,41.6,32.54,0.03
18580,0.39,0.9,41.6,32.54,0.04
18750,0.47,0.92,41.61,32.55,0.04
18870,0.44,0.91,41.61,32.55,0.04
19030,0.38,0.9,41.62,32.55,0.04
19040,0.39,0.9,41.62,32.55,0.04
19050,0.4,0.9,41.62,32.56,0.04
19080,0.4,0.91,41.62,32.56,0.04
19280,0.36,0.89,41.63,32.56,0.04
19320,0.41,0.89,41.63,32.56,0.03
19350,0.37,0.89,41.63,32.56,0.03
19400,0.37,0.89,41.63,32.56,0.04
19410,0.34,0.89,41.63,32.56,0.04
19660,0.47,0.92,41.64,32.57,0.06
19760,0.47,0.92,41.64,32.57,0.08
19780,0.56,0.93,41.64,32.57,0.08
19940,0.68,0.91,41.65,32.58,0.06
20010,0.64,0.93,41.65,32.58,0.39
20100,0.58,0.91,41.66,32.58,0.17
20170,0.61,0.91,41.66,32.58,0.12
20200,0.65,0.92,41.66,32.58,0.12
20370,0.59,0.91,41.67,32.59,0.1
24050,0.53,0.9,41.8,32.66,0.13
24580,0.55,0.87,41.81,32.67,0.14
24650,0.61,0.91,41.81,32.67,0.22
25110,0.47,0.87,41.82,32.68,0.08
25300,0.72,0.86,41.83,32.69,0.06
25320,0.76,0.88,41.83,32.69,0.16
25380,0.56,0.86,41.83,32.69,0.16
25540,0.55,0.86,41.84,32.69,0.11
25700,0.58,0.89,41.84,32.69,0.24
25770,0.49,0.88,41.84,32.7,0.22
26090,0.47,0.84,41.85,32.7,0.16
26130,0.49,0.85,41.85,32.7,0.2
26170,0.47,0.86,41.85,32.7,0.07
26280,0.52,0.87,41.85,32.71,0.1
26350,0.52,0.87,41.86,32.71,0.08
32100,0.37,0.91,41.97,32.8,0.04
32150,0.36,0.91,41.97,32.8,0.04
32210,0.38,0.92,41.97,32.8,0.04
32490,0.45,0.91,41.97,32.8,0.05
32580,0.45,0.9,41.97,32.8,0.04
32760,0.36,0.89,41.98,32.81,0.03
32790,0.3,0.87,41.98,32.81,0.03
32810,0.29,0.87,41.98,32.81,0.03
32900,0.35,0.88,41.98,32.81,0.04
33020,0.37,0.89,41.98,32.81,0.05
33100,0.37,0.86,41.98,32.81,0.04
33120,0.39,0.87,41.98,32.81,0.04
34520,0.35,0.87,42.01,32.83,0.04
34590,0.35,0.87,42.01,32.83,0.05
34700,0.32,0.87,42.01,32.83,0.05
34760,0.31,0.87,42.01,32.83,0.04
34780,0.36,0.87,42.01,32.83,0.04
35000,0.41,0.87,42.02,32.84,0.08
35080,0.43,0.88,42.02,32.84,0.06
35090,0.41,0.87,42.02,32.84,0.06
35150,0.39,0.87,42.02,32.84,0.05
35160,0.41,0.88,42.02,32.84,0.05
35470,0.42,0.91,42.03,32.84,0.04
35570,0.48,0.93,42.03,32.85,0.06
35580,0.43,0.93,42.03,32.85,0.05
35700,0.42,0.91,42.03,32.85,0.06
35710,0.46,0.91,42.03,32.85,0.06
35780,0.45,0.89,42.03,32.85,0.06
35940,0.37,0.9,42.03,32.85,0.05
36000,0.45,0.94,42.04,32.85,0.06
36010,0.54,0.95,42.04,32.85,0.06
36030,0.46,0.92,42.04,32.85,0.06
36170,0.49,0.92,42.04,32.85,0.08
36220,0.42,0.93,42.04,32.86,0.06
36350,0.35,0.9,42.04,32.86,0.06
36390,0.41,0.89,42.04,32.86,0.05
36400,0.37,0.89,42.04,32.86,0.05
36580,0.41,0.89,42.05,32.86,0.06
36600,0.42,0.9,42.05,32.86,0.06
36680,0.54,0.89,42.05,32.86,0.07
36750,0.44,0.91,42.05,32.87,0.08
36870,0.39,0.9,42.05,32.87,0.06
36900,0.62,0.92,42.06,32.87,0.05
36910,0.64,0.92,42.06,32.87,0.05
36970,0.59,0.92,42.06,32.87,0.06
37030,0.44,0.91,42.06,32.87,0.06
37100,0.4,0.9,42.06,32.87,0.06
37160,0.4,0.91,42.06,32.87,0.07
37280,0.55,0.91,42.07,32.88,0.09
37430,0.36,0.89,42.07,32.88,0.05
37450,0.38,0.89,42.07,32.88,0.05
37510,0.44,0.88,42.07,32.88,0.06
37620,0.36,0.89,42.07,32.88,0.06
37760,0.32,0.89,42.08,32.89,0.09
37780,0.33,0.89,42.08,32.89,0.09
37840,0.4,0.9,42.08,32.89,0.06
37860,0.38,0.91,42.08,32.89,0.06
37920,0.35,0.9,42.08,32.89,0.06
37930,0.34,0.9,42.08,32.89,0.06
38100,0.32,0.88,42.08,32.89,0.05
38130,0.32,0.87,42.08,32.89,0.05
38310,0.28,0.88,42.09,32.89,0.04
38320,0.28,0.88,42.09,32.89,0.04
38360,0.49,0.88,42.09,32.9,0.05
38370,0.33,0.88,42.09,32.9,0.05
38430,0.33,0.88,42.09,32.9,0.09
38810,0.44,0.91,42.1,32.9,0.05
38950,0.37,0.9,42.1,32.9,0.05
39000,0.35,0.89,42.1,32.9,0.05
39060,0.39,0.9,42.1,32.9,0.05
39200,0.39,0.88,42.1,32.91,0.08
39210,0.4,0.88,42.1,32.91,0.08
39330,0.3,0.88,42.1,32.91,0.05
39440,0.26,0.87,42.11,32.91,0.04
39460,0.3,0.87,42.11,32.91,0.04
40130,0.53,0.92,42.12,32.92,0.06
40190,0.44,0.92,42.12,32.92,0.08
40270,0.57,0.92,42.12,32.93,0.08
40350,0.54,0.92,42.12,32.93,0.05
40370,0.53,0.91,42.12,32.93,0.05
40400,0.53,0.91,42.12,32.93,0.05
40510,0.53,0.89,42.13,32.93,0.07
40610,0.51,0.89,42.13,32.93,0.06
40630,0.53,0.9,42.13,32.93,0.06
40670,0.54,0.9,42.13,32.93,0.06
40680,0.55,0.9,42.13,32.94,0.06
40710,0.51,0.9,42.13,32.94,0.06
40750,0.54,0.91,42.13,32.94,0.05
40810,0.54,0.9,42.13,32.94,0.06
40820,0.53,0.9,42.13,32.94,0.06
40910,0.56,0.93,42.13,32.94,0.06
40930,0.56,0.93,42.14,32.94,0.06
41000,0.57,0.93,42.14,32.94,0.06
41030,0.55,0.92,42.14,32.94,0.06
41300,0.37,0.91,42.14,32.95,0.06
41340,0.43,0.91,42.14,32.95,0.06
41520,0.41,0.92,42.15,32.95,0.06
41540,0.38,0.91,42.15,32.95,0.06
41680,0.46,0.91,42.15,32.96,0.05
41740,0.33,0.91,42.15,32.96,0.05
41840,0.34,0.9,42.16,32.96,0.06
41870,0.37,0.9,42.16,32.96,0.06
41880,0.37,0.9,42.16,32.96,0.05
41960,0.34,0.89,42.16,32.96,0.06
42140,0.32,0.9,42.16,32.96,0.06
42160,0.31,0.9,42.16,32.96,0.06
42220,0.27,0.89,42.16,32.97,0.04
42250,0.31,0.89,42.16,32.97,0.05
42360,0.36,0.91,42.16,32.97,0.05
42410,0.39,0.91,42.17,32.97,0.05
42450,0.37,0.91,42.17,32.97,0.05
42720,0.43,0.92,42.17,32.97,0.07
42840,0.38,0.93,42.17,32.98,0.08
43040,0.37,0.92,42.18,32.98,0.05
43050,0.36,0.91,42.18,32.98,0.05
43300,0.38,0.89,42.18,32.98,0.11
43370,0.44,0.91,42.19,32.99,0.12
43400,0.47,0.92,42.19,32.99,0.08
43500,0.4,0.9,42.19,32.99,0.13
43520,0.34,0.9,42.19,32.99,0.13
43760,0.37,0.91,42.19,32.99,0.06
44130,0.42,0.94,42.2,33.0,0.06
44150,0.43,0.94,42.2,33.0,0.06
44200,0.35,0.92,42.2,33.0,0.07
44310,0.37,0.91,42.2,33.0,0.04
44600,0.34,0.92,42.21,33.01,0.04
44650,0.35,0.91,42.21,33.01,0.04
44710,0.33,0.91,42.21,33.01,0.06
44840,0.31,0.9,42.21,33.01,0.07
44900,0.26,0.9,42.22,33.01,0.08
44910,0.32,0.9,42.22,33.01,0.08
46160,0.38,0.93,42.24,33.03,0.06
46210,0.44,0.94,42.24,33.03,0.07
46230,0.43,0.94,42.24,33.03,0.07
46260,0.37,0.94,42.24,33.03,0.05
46390,0.43,0.97,42.24,33.03,0.05
46500,0.32,0.93,42.25,33.03,0.04
46650,0.3,0.92,42.25,33.04,0.06
46660,0.32,0.91,42.25,33.04,0.06
46680,0.31,0.9,42.25,33.04,0.05
46710,0.33,0.9,42.25,33.04,0.05
46770,0.31,0.91,42.25,33.04,0.05
46780,0.32,0.91,42.25,33.04,0.05
46840,0.36,0.93,42.25,33.04,0.04
46890,0.35,0.93,42.25,33.04,0.05
46900,0.38,0.93,42.25,33.04,0.05
47020,0.36,0.93,42.25,33.04,0.04
47150,0.4,0.93,42.26,33.04,0.04
47180,0.35,0.93,42.26,33.04,0.06
47190,0.4,0.94,42.26,33.04,0.06
