timestamp,min_cpu,max_cpu,avg_cpu
0,5.649886354597424,32.25750056485983,9.89151571707078
300,5.594587555297185,58.72152126725242,12.31075303850143
600,5.629637271009751,16.18744065767222,7.38788155098386
900,5.558478499042309,94.9192877845682,21.933224199296337
1200,5.621473854342928,32.423990548669835,10.214427536040057
1500,5.762560795549244,57.46165873150573,12.472378589068079
1800,5.67270023280527,15.585052809166127,8.4011319688106
2100,5.644539848800887,10.05503665885625,6.8097986388744705
2400,5.703703645646045,25.874234084104593,10.266399980829764
2700,5.3642757279725,55.61186371299472,12.214278575952372
3000,5.566137782524359,15.698997968952613,7.294798661346355
3300,5.596726643896354,10.195975321005685,6.948662372366778
3600,5.7149161348467015,23.40759131233902,9.885349845749214
3900,5.483709780946138,54.06000766040334,12.234918815464358
4200,5.630039464141805,16.287498121090387,7.4670428895752945
4500,5.335071815624645,9.65042059764444,6.6432240219436025
4800,5.696597552126467,32.18155092454871,9.823972910549823
5100,5.43435394548939,52.63744455223113,12.231012172016733
5400,5.67694800184887,15.507053378901988,8.236657167197793
5700,5.466762572785001,13.533677199219916,7.562963663278969
6000,13.017552893381142,36.67461117124052,16.75250372516098
6300,6.069702071502586,55.72650740887095,18.708189551883258
6600,5.701296640765718,15.255713137190412,7.394128827467741
6900,5.658532475607669,9.745565562351487,6.835783457726019
7200,5.712452237140407,32.90723075665755,9.987430987937795
7500,5.414722763953045,46.67722795143822,12.232008256954508
7800,5.726302791106157,13.586268225917795,7.519500702759503
8100,5.290114159743801,9.61681157326177,6.6599693150866575
8400,5.599222160363679,32.56209244242666,9.921423630450548
8700,5.455996643632287,45.573780823590354,12.4996698047682
9000,5.717989562160751,14.012873448087154,8.50383898987472
9300,5.538702203783139,10.352166250417207,7.068785777152571
9600,5.855739577136778,34.768707389952546,10.806862567122058
9900,6.0088933098678226,44.384412974899476,13.289781942099822
10200,5.8504640160445325,48.126618212598224,12.20428272828152
10500,5.950899303083391,8.529987914311592,6.827908744857082
10800,5.898265541987757,32.609209961271155,10.131824794475998
11100,5.476956578159384,43.301785049990876,12.33095622153047
11400,5.659679185639645,15.843843434995982,7.5076694236072985
11700,5.345042178751896,9.510283855762909,6.6851835779087025
12000,5.638641986811181,33.003540135655385,9.890791028135363
12300,5.619134891404569,42.5397775578186,12.34717311199948
12600,5.6612386904511425,15.914762002524562,7.719593749073857
12900,5.874190128783174,11.005803930085914,7.4388865538349815
13200,5.6119566556743505,32.831935748130185,10.085345298133097
13500,5.576218237830336,37.31309795941413,13.475918589063202
13800,5.83396598984434,16.035202651516457,7.454082914069137
14100,5.66595211528879,9.772290203899987,7.03631889989906
14400,5.844011903706341,32.9505982177479,9.548223142082897
14700,5.538917180459809,38.20646593371315,12.936399916708979
15000,5.881213149405301,16.019772169474855,7.748667895638675
15300,5.52891013808066,9.45677083166147,6.812571647107238
15600,5.923643612756319,32.849294167114756,10.18152906716888
15900,5.640999462735132,33.47143979475541,12.633277253019983
16200,5.669055377949749,14.229063968311332,7.640631712929694
16500,5.920137658035074,10.706348369603335,7.787686965104598
16800,5.828384625851571,32.804432403741735,10.47831839516249
17100,5.614951461558111,36.169612197359086,12.323231595380069
17400,5.812557726258521,13.26730173682733,7.614282215480464
17700,5.610623611890219,9.393933974950178,6.9230888993397945
18000,6.0189887276476295,32.78552877162829,10.108466595190405
18300,5.64683789452474,37.93487768024189,12.431128026320831
18600,5.861495179160136,14.135943403932984,7.690097194576684
18900,5.337893132505201,8.205462913543148,6.348426812063493
19200,5.8868140197930225,31.873416398233843,10.343752505801158
19500,5.609448905635974,37.37872006818899,12.021522121960373
19800,5.883439845517667,14.04255689995399,7.853898333426607
20100,5.594333870415433,12.909101484716746,7.349466928830525
20400,6.044541511678336,20.705367945278,10.505784631283499
20700,5.520131905904971,39.622678432989936,12.901170997264682
21000,5.87888713850934,13.631660302954257,7.789827774817936
21300,5.594692102177138,7.966009685881072,6.479825332606431
21600,5.79310696886949,32.10838845175789,10.171480840501081
21900,5.605858532494314,44.03296387853798,11.854956949139153
22200,5.968413328095027,13.969555016798044,7.873018040056335
22500,5.304558318684009,8.21922791221085,6.319414257764702
22800,5.822485980947594,19.55713005089923,10.520864923297482
23100,5.450790972208252,45.41742069911301,11.758660109003705
23400,5.956529920234395,12.610773261966326,7.753312229731798
23700,5.416621299777081,12.474493143987612,7.310537810122712
24000,6.033096502411182,32.47122748269386,10.382808922817457
24300,5.365563372671372,46.115875645068755,11.775998763175801
24600,5.781333049541373,13.749458054487073,7.7784897831157975
24900,5.347518534733069,8.30563448614079,6.614962145628662
25200,5.661744881768961,31.72873959786505,10.188826327423802
25500,5.450837131195235,55.46266033981031,11.823301115642346
25800,5.406315088246982,13.908126213557678,7.872926155788751
26100,5.4382135456579785,8.24727694621327,6.337359139842246
26400,5.688255681243585,32.37738747409438,10.655608948156445
26700,5.615338187745437,58.64944333162201,11.914007217220998
27000,5.533598211157819,13.676911393791361,7.688629349551289
27300,5.459190157790957,11.450645467410654,7.30622264524289
27600,5.5282749552849495,32.35356231043361,10.39008625572724
27900,5.3512630008281885,58.88432605204067,12.7968731421313
28200,5.500864840149717,13.858933886352846,7.649949978926497
28500,5.306421936189743,7.174643594374963,6.510573149324291
28800,5.574877536541232,32.919826847415344,10.275905194864444
29100,5.445279543442157,58.75303106986918,11.887316622576364
29400,5.483141850599192,14.134782013484848,7.843816705055438
29700,5.446402835936452,8.382710807349563,6.645020542100822
30000,5.521427128822169,29.780814679757004,10.230259328455432
30300,5.4420023229848065,57.98213011036089,11.816050266273308
30600,5.496194483188344,13.61998145733026,7.7827918058615895
30900,5.415712030035835,11.236259438261525,7.294925026986929
31200,5.856785868722172,21.36899978604799,9.306462942401227
31500,6.0326287313219975,59.01576349416674,12.989551199953812
31800,5.581896348191101,12.8772287095749,7.627525301867727
32100,5.450028222068717,7.598489887481872,6.616554653093035
32400,5.664626405068937,12.99767107644286,7.4713584315185635
32700,6.113782431454529,59.14385227548926,14.619140424336841
33000,5.5019659051553935,13.111786358024476,7.7307343201579135
33300,5.426975647202501,7.269242420290165,6.4735790371947095
33600,5.558481643074246,13.184829146761322,8.309109273737793
33900,6.191012596054362,58.184832555145064,13.85006753257187
34200,5.456971528430515,13.253238180975137,7.857666281636741
34500,5.5673179872464384,7.230096384150016,6.683578570288018
34800,7.0806086762900335,34.15590298332539,11.801034646006013
35100,7.167135816078852,61.08832975839726,15.347309821935115
35400,13.818564119655745,20.95621661523782,16.13014134665894
35700,8.351304820177281,17.545020499387096,13.633831126009682
36000,7.356171558729025,14.794515949752151,9.247520672004143
36300,7.705889493252675,56.84411743355353,16.402794824396683
36600,7.153144579142333,14.871908185179052,9.384726791117979
36900,7.002706074742553,11.061737585012017,8.521790217398689
37200,7.306009968448308,14.894716441738261,9.340051406935427
37500,7.931521093349814,56.24197898146491,16.583851719832268
37800,7.4220279102071345,15.438165460129213,9.612241226875405
38100,7.708447502109343,9.17960251115588,8.38216428039996
38400,7.231592455556128,34.98321970803587,13.628695321812959
38700,7.331526063569072,50.4208595153514,15.819412974369513
39000,9.411287266514154,16.73499993543523,11.831685826974844
39300,9.852483884639282,11.983818709036981,10.997850679104877
39600,9.863790239170843,38.9727388987849,14.904515143414997
39900,9.858119889731276,50.13677899146627,16.32913261211319
40200,9.067368320631443,18.23384501051609,12.06844464762074
40500,9.884777410965912,12.63849335995734,10.94605773993587
40800,9.781887357543727,18.82875660043801,13.268751705392132
41100,11.305828125282918,50.33541282947747,19.41513908757095
41400,10.63868101428593,19.723313089058376,13.075172157238367
41700,10.964225534245136,13.509204553707352,12.079603270379653
42000,11.158898059849877,27.815994054286712,16.04222035856503
42300,11.09319536637698,59.82932164878249,22.553494429911854
42600,10.167618968987831,18.088466058543247,12.631089801890422
42900,9.939685986500573,12.288541881964042,11.426479308376845
43200,10.639801680519144,18.901482552166357,12.565762632601079
43500,11.361189378314437,50.055880281595854,20.924209666908066
43800,11.128703964372079,19.613483550832136,13.71693209281116
44100,11.323038836824725,13.690201557635802,12.427364736251652
44400,11.084821485879736,18.787727459724724,13.432060396911
44700,11.672372099915842,49.52786968917491,20.27114688485227
45000,11.639963918042888,19.441874552382977,13.717407686976141
45300,11.317212288971756,13.160055857353118,12.132428747826944
45600,11.553174742247474,39.106797548258996,16.99138951322489
45900,11.204824180204664,42.60326086070044,20.727950854785647
46200,11.020358996275055,19.373385775267963,13.43321373223322
46500,12.033914073284514,16.367521285223212,14.77113307000681
46800,11.692060175223503,19.186735424848152,14.74996683266008
47100,11.661451665364435,42.663785468005145,20.36196567346404
47400,12.135417300782999,19.61485322306074,14.73495736456277
47700,12.446132536684496,15.468634853194601,13.65087944592209
48000,13.314297307291389,24.69604992180395,17.28260647399581
48300,14.635148358852254,49.98100174312301,23.90108017749648
48600,12.914612179131522,20.86165437368462,15.70598034204031
48900,12.663413995558042,17.246226066496916,14.875453984721782
49200,14.104514995930263,26.16349152344005,18.554236970611676
49500,15.482912545128984,76.78406730136862,29.63063523583162
49800,16.338342484691584,23.259731115077937,18.599705888585873
50100,15.897057801695082,18.14901616363043,17.09117952851748
50400,15.429388240366766,27.432314318518063,19.028459325535202
50700,14.937117135869816,63.34991489507746,23.398958165136655
51000,14.253119735104345,21.955911983192568,16.689497885596108
51300,13.520613154213894,17.992913991924233,16.477384554944127
51600,15.786406292702472,32.16037890400751,20.389656106080956
51900,15.665052829002992,66.55014678096904,22.9199434944098
52200,14.967820162699601,23.345696829630345,17.625622541251346
52500,15.44823229708331,19.16661579666856,17.54164117209805
52800,18.022576767142652,26.289936040349353,20.425721999199105
53100,16.660245799361434,72.16755052153732,33.83760009987615
53400,16.941367741209692,23.581640453146438,19.243724787797255
53700,14.836192736603953,17.878598709258984,16.7736555798706
54000,15.28357196361255,22.53588625703081,17.79342127758492
54300,15.077705115827108,71.1568180766413,25.490741995248396
54600,17.170815355060785,27.33918395901191,21.045323345790255
54900,15.726362915032624,20.501901940027683,19.121998178711777
55200,17.078976320586047,24.651625819899795,19.443220598365297
55500,17.308902209117473,71.4106485935759,26.058003012390486
55800,16.61812525695595,36.21127904038553,20.396243099866673
